id,uuid,observed_on,quality_grade,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
218307139,e46b935f-cb89-4767-86f4-fb24b33b7705,2024-05-25,needs_id,41.1892671442,-87.9620038427,"",Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218309240,5a70a375-5954-4d74-919b-9af3a1ddc9e0,2024-05-25,needs_id,40.2006012824,-88.3836397953,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218309290,d2f7e047-9261-4a4e-8816-ec994e68e27a,2024-05-25,needs_id,40.2006369025,-88.3836895918,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218309781,f89e16bc-6773-4c06-8972-a393bd36bff4,2024-05-25,research,40.1995023587,-88.3855446751,Neotredecim Periodical Cicada,Magicicada neotredecim,Neotredecim Periodical Cicada,Insecta,244336
218309882,b629901c-5710-4b0b-9566-0bd6b19d8ed3,2024-05-25,needs_id,40.1987234362,-88.3857948849,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218310542,3a054fa0-91e9-41e5-90b4-d464a9fcbf25,2024-05-25,research,40.2045513398,-88.3933033069,Magicicada tredecassini,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218310632,d84f7bf1-17e0-4930-b80f-c101287ec1a4,2024-05-25,research,40.204553431,-88.3931589179,Magicicada tredecassini,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218316038,10e37190-370b-4db0-b6bc-35b21d6067c1,2024-05-23,needs_id,37.31777,-76.5718,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218328755,6e75f7c4-959e-4f16-b337-480af1404375,2024-05-25,needs_id,36.1091736073,-86.5945671041,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218341372,4d97120a-13b6-456d-b643-66ba1e945054,2024-05-25,research,35.083857907,-85.2264769748,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218344837,bbeba78f-c005-4939-9a16-37e8218649ba,2024-05-24,research,35.965745,-78.879745,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218345718,7024d2f2-6f14-4fdf-b749-adec2daaaf0b,2024-05-12,research,35.8807833333,-78.7610166667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218348642,d8f7e906-059f-4d56-97a3-0722ff887e91,2024-05-25,research,40.5928019883,-89.6061265984,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218348649,330fe9a8-bd9a-446a-a8fa-2667a7955bf8,2024-05-25,research,40.5928019883,-89.6061265984,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
218348654,3e06de9d-17b5-4526-995a-946649922227,2024-05-25,needs_id,40.5928019883,-89.6061265984,Periodical Cicadas,Magicicada septendecula,Little 17-year Cicada,Insecta,105099
218348663,8a5543d5-f726-4628-8463-10a894756aa1,2024-05-25,needs_id,40.5928019883,-89.6061265984,Periodical Cicadas,Magicicada septendecula,Little 17-year Cicada,Insecta,105099
218348678,ea0b6d49-e293-4185-9452-0ac248038633,2024-05-25,research,40.5928019883,-89.6061265984,Decula 17-year Cicada,Magicicada septendecula,Little 17-year Cicada,Insecta,105099
218348680,75e29f0e-b791-4a38-a5a1-bdfe9a4a709c,2024-05-25,research,40.5928019883,-89.6061265984,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218349038,5a396e3c-92a4-430e-861f-4499e754336d,2024-05-26,needs_id,36.0013427734,-93.4379501343,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218349538,7a5b4480-caad-4cbe-b6b1-0fdfe1119228,2024-05-25,research,37.6044633884,-88.3836791072,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218349567,2cfa2af4-54da-4f04-8bf1-496f58d7662a,2024-05-25,research,37.6046814272,-88.3835677914,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218349606,b197f0f3-be49-44a2-bade-6dc539ddb607,2024-05-25,needs_id,37.6038499945,-88.386029703,Decim Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218349638,110cad3c-15e0-423b-b976-303b53c3213e,2024-05-25,research,37.6073352236,-88.3866543997,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218350014,6acd24ea-ed4a-4e4d-94ab-8d7eac2bd9b8,2024-05-25,research,38.661780001,-90.52418679,Neotredecim Periodical Cicada,Magicicada neotredecim,Neotredecim Periodical Cicada,Insecta,244336
218350175,8d84b15f-030d-4e4a-bf3b-24b4bd3b905f,2024-05-25,research,38.6615412395,-90.5240305513,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218352251,a7e5aa88-88cf-4a22-85f1-97989e3063a1,2024-05-25,research,39.8710268012,-89.6210530391,Decula 17-year Cicada,Magicicada septendecula,Little 17-year Cicada,Insecta,105099
218352254,032c8326-e180-4d6e-9a35-736db3d669fd,2024-05-25,research,39.8710268012,-89.6210530391,Decula 17-year Cicada,Magicicada septendecula,Little 17-year Cicada,Insecta,105099
218352884,796c23ea-e9a5-4351-b746-3407f2269856,2024-05-25,research,34.9344649795,-85.319824794,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218355119,197c27e5-f41a-4696-8b7d-5f034bffe539,2024-05-26,needs_id,34.7171787747,-85.4279198673,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218358679,f9c86663-f018-4890-af39-0dc6b039c750,2024-05-25,research,36.0708608365,-85.901002291,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218363411,f41106e8-80ab-4cd9-b0b7-c7bdc9c99d1c,2024-05-25,research,41.377614,-86.9216059722,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218363588,e1a4e370-482f-4b23-ab81-f03f5c5f17ff,2024-05-25,research,41.377608,-86.9216289722,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218363769,2526743e-a9bc-4221-a004-12c76f10d3e6,2024-05-26,needs_id,41.8869283333,-87.6246416667,"",Magicicada septendecim,Pharaoh Cicada,Insecta,105098
218364394,1c460ae4-e327-4dcc-96bf-77632a42e7fd,2024-05-26,needs_id,34.0212445,-83.0703055,Periodical Cicadas,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218364678,52ad28bb-51f8-4219-be1f-73a6df2a1a87,2024-05-26,research,35.0427856445,-85.3450393677,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218364794,380467fa-5753-4f40-9173-4f00695cf906,2024-05-26,research,35.0557861328,-85.3577651978,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218366410,0ae850d8-630b-47dc-8465-7cd7c9ad947f,2024-05-26,research,40.6163748527,-91.9209191328,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218368134,0639f9bf-ae4a-4eb6-9ceb-18d233011b52,2024-05-26,needs_id,34.2798070678,-94.8048129811,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218370700,fd35898d-9abd-441c-bf8c-f33e5bcff7c0,2024-05-25,research,41.7464552634,-91.5362379543,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
218372068,5526608c-3abd-49fb-84fd-9d1c4985ed35,2024-05-26,needs_id,34.2798783333,-94.8049033333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218372272,5b2e1e0e-5044-453d-890c-ac6518de82c0,2024-05-21,research,41.815,-88.0707027778,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
218375336,8134d7e5-857d-4b1c-8af8-6827ae1de0b1,2024-05-25,research,36.7749866667,-87.6289,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218379183,e641c7e3-39c3-4332-a908-e87f55f5231f,2024-05-25,research,35.9974166667,-94.1620111667,Magicicada tredecassini,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218379945,9079c5d2-2779-4675-8370-8dea2f072c2e,2024-05-26,research,37.02120292,-78.6531321891,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218380323,c61c636c-e2c7-4e1c-8546-4e1411598230,2024-05-25,research,36.2712277778,-86.9026472222,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218381226,62d1be16-af1a-48d7-9615-dd827fb60bf3,2024-05-26,research,34.3039855957,-93.1717300415,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218381330,ade07dce-cbf0-4c7d-aab8-68debdd76494,2024-05-25,research,37.9746682818,-92.7699725702,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218382113,2c4fb40c-4f7a-4890-8705-3ef22fe9a5ef,2024-05-20,research,42.1800155053,-87.7915335541,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218382283,fe89cdc7-b622-417b-8fb8-f9ecd61044a3,2024-05-26,research,38.237701416,-93.1256637573,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218382674,c0009f15-85de-412b-af36-926e7fbd3fd3,2024-05-22,research,42.1721979138,-87.8003513162,Pharaoh Cicada,Magicicada septendecim,Pharaoh Cicada,Insecta,105098
218383440,97109fc1-784e-476a-b4dd-56dd47672dba,2024-05-25,needs_id,40.6525131,-88.8840069997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218383739,284dc64e-82db-446d-9340-86372f99f51d,2024-05-25,needs_id,40.6529042,-88.8849675997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218384590,339f4043-77f9-4416-917e-337c65fd0815,2024-05-25,needs_id,40.6529111997,-88.8849586997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218384836,fe1bf081-d040-444b-be53-32cc897bd5eb,2024-05-25,needs_id,40.65276,-88.8842628,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218385466,8aaa7cd1-b28e-48b9-aa37-5b89045f03e0,2024-05-25,needs_id,40.6527723,-88.8841768997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218385681,b12790b1-a3c9-46c1-9d86-3b11fd8480d9,2024-05-25,needs_id,40.6527723,-88.8841768997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218386236,08dfbc4a-ec36-46df-8039-08ddd08c885c,2024-05-24,research,36.5737661259,-93.8341688365,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218386286,ffa58ceb-e57f-4ffa-b458-c4bd9a1dfeab,2024-05-25,needs_id,40.65279,-88.8842226997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218387286,b03ae4c6-1816-4c43-8836-6b13b4e5d169,2024-05-25,needs_id,40.65279,-88.8842226997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218388121,25a78f04-6e59-4097-ab9d-03d530425f65,2024-05-25,needs_id,40.6528682,-88.8838891997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218388727,2aefc4b7-3f51-4394-95c3-325237bf826e,2024-05-25,needs_id,40.6528638997,-88.8838863,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218389890,febe84e4-0676-4a07-8255-2b943438a4be,2011-05-24,needs_id,37.4014332339,-93.0957494909,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218389968,0b8fb84f-336d-46e5-8326-b03911c68631,2024-05-17,research,38.551642772,-90.4500291533,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218390002,4d136c48-8480-484d-8b61-43cb7299133c,2024-05-24,research,38.5630310943,-90.5271486735,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218391710,52eeb7dd-1545-40b1-9869-b8ff98108cf1,2024-05-25,needs_id,34.6482799367,-83.3056691358,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218391775,931ad5a6-4e82-464e-b528-a551ad18d11d,2024-05-26,needs_id,34.2039607871,-83.0236438031,M. tredecim formerly loud now light chorus,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218396472,ac64d9e4-d3ee-4048-9bf7-935655e7f6c9,2024-05-25,needs_id,40.652839,-88.8838994997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218396777,45f1ca34-0d47-42d3-993b-d2b3acba6479,2024-05-25,research,42.574919267,-87.8616383672,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218396972,3e61a7c5-fd29-4eea-b8a2-4d5014af8807,2024-05-25,needs_id,40.652839,-88.8838994997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218397314,24941066-afff-4d0d-ae9e-69c289893429,2024-05-26,research,38.4239654,-93.8057344,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218397699,a10eb0b9-96ca-47bf-9bc9-7444d7a8f82e,2024-05-26,research,31.8907647,-82.9931607,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218398758,1cafeca2-9a44-4a39-befa-ae61037e9db5,2024-05-25,needs_id,40.6528546997,-88.8839075,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218399962,7ec62a4c-2b10-439c-a324-4493696d038d,2024-05-25,research,38.9774894714,-92.5646972656,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218400565,515ab167-a2d0-46c9-ba7a-47e0c345254e,2024-05-26,research,37.7285830529,-86.4122708981,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218403336,ecaded78-3de0-40d9-9dff-faf70e5ae733,2024-05-25,needs_id,40.6528546997,-88.8839075,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218403654,1b3b72fd-6720-48a2-be5b-0c3e0417aa1a,2024-05-25,needs_id,40.6528328997,-88.8839167,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218404103,d36e861d-7049-4e93-a7db-220e1aeda874,2024-05-25,needs_id,40.6528328997,-88.8839167,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218404577,6fa63574-1985-45ff-87c8-e7f13a903ac4,2024-05-25,needs_id,40.6527316997,-88.883874,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218404783,5061664e-c2c0-4a92-8324-ab09131fdd4b,2024-05-26,research,36.2359916667,-79.0245278333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218405151,24af31b2-3c6b-47b0-9990-e9754a65264e,2024-05-26,needs_id,39.3825405203,-94.4929022714,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218405453,c12f7c9a-6da0-428e-9c04-371c8daac831,2024-05-25,needs_id,40.6527020997,-88.8838920997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218406478,a9c78dae-e1c7-41ca-a8d4-57cea422bab2,2024-05-23,needs_id,39.6969361111,-89.5969111111,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406487,f6beaaf4-13c3-4b3e-82d1-130530114954,2024-05-23,needs_id,39.6980055556,-89.5987416667,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406491,81e9acf2-e23b-4625-aa70-7f6f821cc1ea,2024-05-23,needs_id,39.6968027778,-89.5936083333,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406493,aea18d45-1ec5-45dd-9d07-ab3a982c3661,2024-05-23,needs_id,39.6959833333,-89.5952416667,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406497,1c3dd6d6-14a9-4df7-9f97-94992aff9e93,2024-05-23,needs_id,39.6955805556,-89.5950888889,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406498,bdbbbc13-562e-4d70-ade6-f6842f063631,2024-05-23,needs_id,39.6957194444,-89.5950055556,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406502,296de794-dc71-4c63-b983-079c7518f63b,2024-05-23,needs_id,39.6955888889,-89.5961861111,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406504,130f16db-0f79-491e-8802-96067e9bf174,2024-05-23,needs_id,39.6955527778,-89.5961833333,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218406509,1adcd168-0dc7-481e-9e5e-0bb7d439693c,2024-05-23,needs_id,39.6951722222,-89.5999222222,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218407404,b547ca6e-a0b9-4027-9031-0c6755c39861,2024-05-25,needs_id,42.1809616667,-87.9192366667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218408168,4687045a-4787-460a-ab04-3f2c68af997c,2024-05-26,research,38.8798916667,-95.2486777778,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218408738,f1ad0c7f-3915-487e-ba07-1061a05c53ac,2024-05-25,research,35.6263085,-80.0040569,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218408849,8d79ce37-fa71-43a6-9088-d23840143b00,2024-05-25,needs_id,35.62023929,-79.94477048,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218410492,42e307c8-7474-45f6-aeb8-7c5271479452,2024-05-23,needs_id,39.6935416667,-89.6037666667,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218410497,bef8e5d5-34bf-4511-855e-ca04f871ecab,2024-05-23,needs_id,39.6991972222,-89.5975055556,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218411971,ff02650c-4668-40d0-a01b-aeb337e7ce1e,2024-05-26,needs_id,32.8432577011,-84.8230002356,Periodical Cicadas,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218412707,ea82193a-8622-4850-b773-ae7d3080f702,2024-05-25,needs_id,35.6263085,-80.0040569,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218414914,e2fbec7e-9d51-4031-b132-751ea33f87e2,2024-05-26,research,36.0376027778,-94.1638111111,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218415032,d38a11cf-cfe0-4803-b3fd-c8fb33e153d7,2024-05-25,needs_id,40.6527089,-88.8838544,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218415424,b91b27f1-5c07-4708-9f49-fbe0522b534e,2024-05-26,needs_id,39.4796866667,-88.1717533333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218416698,ae88aa3b-9103-4746-be10-8b02775d6f67,2024-05-25,needs_id,40.6523589,-88.8837848997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218416865,24a598ca-1a1a-419c-9110-e77af492d470,2024-05-26,research,38.7663633333,-91.0596471667,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218417994,2b44be2d-614b-41f2-ac9c-86ce85749507,2024-05-25,needs_id,40.6522755,-88.8837788997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218418473,8c306275-911e-48d6-a0ca-eb6465454784,2024-05-25,needs_id,40.6522755,-88.8837788997,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218418974,feb1c0cb-b392-4741-8f0b-a418c1bb984f,2024-05-26,research,38.7669366667,-91.0631861667,Neotredecim Periodical Cicada,Magicicada neotredecim,Neotredecim Periodical Cicada,Insecta,244336
218419480,a9c876ae-6584-4506-a31b-7957cf25ea95,2024-05-26,needs_id,40.6676936321,-89.1515592968,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218420798,3ca4bd7c-ef81-4b35-9da9-48aedb9cbc6b,2024-05-26,research,38.6392047116,-92.1005268228,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218421097,c47ff0cf-c9a1-4d5c-a0f2-3904bf778926,2024-05-23,research,35.0603111667,-80.8270866667,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218422809,ea3a968a-c8d2-4653-8ab8-cda565947af7,2024-05-25,needs_id,40.6505541,-88.8709773,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218422871,0fd8fcf8-9f4c-4827-97e0-cb9ff0300682,2024-05-25,research,37.9621755376,-87.6175610729,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218422962,b8b67b0a-8dc9-4fec-a23b-873226b3fe4b,2024-05-26,research,38.81334512,-90.47951353,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218423300,e8fd07c3-7ee1-4409-8513-bf366c7c5b80,2024-05-26,research,38.81338726,-90.47943693,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218423504,72edc794-bd38-4a11-8540-cd3b0965a5d8,2024-05-26,research,38.44698032,-90.21255619,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218425203,f300a875-c9c7-412f-889a-a7a7207914bd,2024-05-26,research,34.2490277778,-93.1660194444,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218426497,90d2141d-e206-4e1e-abc7-9141081f7d28,2024-05-26,research,40.1174545288,-93.1036987305,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218426712,ee8d5677-d206-492a-8363-08a50461c3b8,2024-05-26,needs_id,37.9005737305,-90.6318435669,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218430323,a0dd59c8-8ed8-4323-aefd-821ad17b797a,2024-05-25,research,41.7835110766,-87.5789912094,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218430476,5d83e819-2bdd-4700-b4eb-f6190ae2837e,2024-05-26,needs_id,38.8792896909,-94.420625805,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218431011,9711cffc-c068-4ba2-8f8e-886afb59a776,2024-05-25,needs_id,38.9530894948,-92.3166801477,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218431255,099c8438-7e3a-4959-9b81-b7342634507b,2024-05-26,research,35.6646222222,-86.9945,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218431473,6bd21712-20b0-49fa-b453-06ad7363b76d,2024-05-26,research,41.4713666667,-90.8836666667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218435183,5e82cc00-ee11-4c92-a5d4-88ec9c5a2b90,2024-05-26,needs_id,35.0264195,-85.5576033333,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218436074,6857cbf1-7d1f-4950-89de-c96c40a178b3,2024-05-26,research,38.7640716667,-91.0556721667,Decula 13-Year Cicada,Magicicada tredecula,Little 13-Year Cicada,Insecta,244335
218440273,dd2120f2-d54e-4fa5-9229-0ae3baa609a8,2024-05-26,research,38.6118665997,-90.3561061997,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218442908,880ce650-e727-4e2a-9304-29104de1be13,2024-05-26,research,36.1595420837,-86.7729492188,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218443030,34ef5c1b-70e7-4f93-82d7-645ec8bd6b4c,2024-05-25,research,35.0891888424,-85.2622116667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218444949,17a52ba1-c413-4f3e-a919-576ff3cd17e7,2024-05-26,research,38.2951434469,-90.2955095285,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218447521,28627b03-12e6-4f2d-9b84-27a5d045cee5,2024-05-26,research,38.7185583333,-90.701325,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218447748,79940a01-76ae-4dab-b36b-12fd76a90bb5,2024-05-25,needs_id,33.74118,-85.8123633333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218450542,0bdc40fb-aef8-4e72-8883-aeba02f1ecc0,2024-05-26,research,34.2488719551,-93.1660798566,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218451805,64888a98-14af-404a-8d71-e318c4dc0c60,2024-05-26,research,35.8600583912,-78.9727504994,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218452767,fd8bd82d-612f-4619-9a07-542b2d0b953e,2024-05-26,needs_id,40.7191466667,-74.6112583333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218452946,118ea3a4-f892-43e8-957f-3f3af29de38e,2024-05-26,research,40.6237716667,-91.7028716667,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218454182,a4dcbae5-0a24-49ac-a9de-07c7268e13d5,2024-05-26,research,37.4151239741,-76.7139020732,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
218459864,da20c29f-d8d2-4c45-a513-0d282c492522,2024-05-26,research,36.1772652844,-78.3070745643,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
218460737,390ddf53-66f9-4f9b-9a38-044cb2613b5d,2024-05-26,research,36.1120726526,-78.3696785217,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218461530,6e67cb8f-6a09-4a2c-922d-764211cbe2a5,2024-05-26,needs_id,33.0215216512,-83.2046515735,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
218462522,e6a9a61c-8560-470f-8c5b-0a36312e7840,2024-05-26,research,35.4277151,-86.8090815,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
218464968,9e7f9ec3-ddd1-4d75-bc35-66d987db63f6,2024-05-26,research,42.0013916667,-91.6312166667,Cassin's 17-year Cicada,Magicicada cassinii,Cassin's 17-year Cicada,Insecta,549305
218466447,12411f47-520f-4c86-8682-efdbaab78056,2024-05-26,research,38.9227916667,-92.32988,Neotredecim Periodical Cicada,Magicicada neotredecim,Neotredecim Periodical Cicada,Insecta,244336
